WORD	EXPRESSED_MORAL	word_matches_potential_word_from data	adjusted_endorsement	most_similar_moral_word	word_matches_moral_word_from_original lexicon	similarity
standing	6.0	Y	5.538461538461538	dishonor	Y	0.9230769230769231
hole	4.33333333333	Y	3.999999999996923	defect		0.9230769230769231
emotion	6.0		5.538461538461538	anxiety		0.9230769230769231
worry	6.0	Y	5.6	anxiety		0.9333333333333333
action	7.0		6.461538461538462	reverence	Y	0.9230769230769231
protest	3.0		2.8	rebel		0.9333333333333333
sister	7.666666666669999	Y	6.969696969699999	brother	Y	0.9090909090909091
thought	5.0	Y	4.615384615384616	belief	Y	0.9230769230769231
mess	7.0	Y	6.461538461538462	disorderliness	Y	0.9230769230769231
member	7.666666666669999	Y	7.301587301590475	brother	Y	0.9523809523809523
fault	4.8	Y	4.608	serve	Y	0.96
place	8.0	Y	7.384615384615385	order		0.9230769230769231
presidency	7.6	Y	7.152941176470588	position	Y	0.9411764705882353
belief	5.0		4.615384615384616	faith	Y	0.9230769230769231
values	5.0	Y	4.615384615384616	belief	Y	0.9230769230769231
concern	6.0		5.6	anxiety		0.9333333333333333
charge	7.285714285710001	Y	6.902255639093685	command	Y	0.9473684210526315
violence	2.1428571428599996	Y	2.0168067226917645	riot		0.9411764705882353
ceiling	8.0	Y	7.68	control	Y	0.96
knock	5.0	Y	4.545454545454545	admonish	Y	0.9090909090909091
word	8.0	Y	7.529411764705882	order	Y	0.9411764705882353
ban	4.16666666666667	Y	3.968253968253971	forbid		0.9523809523809523
conservative	3.4	Y	3.221052631578947	conformist	Y	0.9473684210526315
estimate	5.8	Y	5.353846153846154	respect	Y	0.9230769230769231
payment	5.25		4.973684210526316	remuneration	Y	0.9473684210526315
command	4.16666666666667	Y	3.947368421052634	forbid		0.9473684210526315
elegance	6.875	Y	6.25	class		0.9090909090909091
opinion	5.0	Y	4.615384615384616	belief	Y	0.9230769230769231
-sama	6.25
-san	6.25
abandoned	3.8
abide	4.16666666667
abideby	4.16666666667
abiding	4.16666666667
accept	3.85714285714
acrimony	2.4
admirable	6.4
admonish	5.0
adoration	6.666666666669999
adulterous	2.0
advalorem	6.4
agitate	2.8
agitated	2.8
agitating	2.8
agitation	2.8
agitators	2.8
alienate	4.28571428571
alienating	4.28571428571
allow	6.166666666669999
aloofness	3.0
anarchic	2.16666666667
anarchical	2.16666666667
animadvert	5.0
annoy	4.28571428571
antagonize	4.28571428571
anti-conformist	3.4
anti-hindi	2.8
anti-insurgent	2.55555555556
anti-junta	2.0
anti-traditionalist	5.88888888889
anxeity	6.0
anxieties	6.0
anxiety	6.0
anxiousness	6.0
apathy	3.0
apostacy	4.16666666667
apostasize	4.0
apostasy	4.0
apostate	4.16666666667
apostates	4.0
apostatized	4.0
apostatizing	4.0
arch-heretic	4.5
arduous	4.5
assenting	4.0
atkinson	5.0
authorative	7.833333333330001
authoritarian	8.2
authoritarianism	8.2
authoritative	7.833333333330001
authoritativeness	7.833333333330001
authoritive	7.833333333330001
authority	8.799999999999999
authroity	8.8
autocratic	8.2
bacchanalian	3.0
barracks	4.75
beleif	5.0
belief	5.0
believing	5.0
belligerent	3.5
bennett	5.0
betrayal	3.14285714286
betrayed	3.14285714286
betrayer	3.14285714286
betrayers	1.75
betraying	3.14285714286
blasphemer	4.5
boisterous	3.0
bourgeois	6.57142857143
bourgeoisie	6.57142857143
brother	7.666666666669999
brotherless	4.66666666667
calamitous	4.5
callousness	3.0
calss	6.875
caste	6.75
caste-based	6.75
caste-ridden	4.5
caste-system	6.75
casteism	6.75
casteist	6.75
casteless	4.5
castes	4.5
castigate	4.0
catagorize	6.0
categorise	6.0
categorize	6.0
cheated-on	2.0
cherish	3.6
cherished	3.6
cherishes	3.6
cherishing	3.6
child-rearing	6.0
childrearing	6.0
circumvent	3.0
class	6.875
classes	6.875
classification	6.0
classifies	6.0
classify	6.0
classifying	6.0
co-leader	7.1428571428600005
co-opt	3.0
co-recipients	6.333333333330001
command	7.285714285710001
commendable	6.4
commnad	7.285714285710001
complaince	6.8
compliance	6.8
compliance-related	6.8
compliancethe	6.8
compliancy	6.0
compliant	6.0
complied	6.833333333330001
complies	6.833333333330001
comply	6.833333333330001
complying	6.833333333330001
condemn	4.0
conform	6.833333333330001
conformant	6.0
conformist	3.4
conserve	5.0
considerate	7.6
contorl	8.0
control	8.0
controlled	8.0
controlling	8.0
conventicle	4.0
conventional	5.8
cormack	5.0
counter-insurgent	2.55555555556
counterinsurgent	2.55555555556
court-martialed	5.16666666667
court-martialled	5.16666666667
courteous	7.6
criticize	4.0
cuckolded	2.0
dad	7.666666666669999
dangerous	3.6
daughter	7.666666666669999
daughters	6.5
decidedly	4.8
decriminalisation	7.166666666669999
decriminalising	7.166666666669999
decriminalization	7.166666666669999
decry	4.0
dedicate	4.2
dedicated	4.2
dedicates	4.2
dedicating	4.2
defect	4.33333333333
defected	2.2
defecting	2.2
defection	2.2
defective	4.33333333333
defector	2.2
defects	4.33333333333
defer	4.57142857143
deference	4.42857142857
deferential	4.42857142857
deferentially	4.42857142857
defering	4.57142857143
deferral	4.57142857143
deferred	4.57142857143
deferring	4.57142857143
defiance	2.83333333333
defiant	3.5
defied	2.83333333333
defies	2.83333333333
definitive	7.833333333330001
defy	2.83333333333
defying	2.83333333333
deification	6.666666666669999
denounce	4.0
denouncing	4.0
deserted	3.8
deserter	2.2
desertion	2.28571428571
