WORD	EXPRESSED_MORAL	word_matches_potential_word_from data	adjusted_endorsement	most_similar_moral_word	word_matches_moral_word_from_original lexicon	similarity
reform	1.6666666666699999		1.5151515151545452	war	Y	0.9090909090909091
marine	7.8	Y	7.2	peacekeeper		0.9230769230769231
drop	8.8	Y	8.213333333333335	depository	Y	0.9333333333333333
bank	8.8		8.213333333333335	depository	Y	0.9333333333333333
control	6.8	Y	6.2333333333333325	protectionism	Y	0.9166666666666666
stand	5.0	Y	4.705882352941177	defense	Y	0.9411764705882353
citizen	7.8		7.389473684210525	civilian	Y	0.9473684210526315
treaty	7.8	Y	7.389473684210525	peace	Y	0.9473684210526315
camp	7.0	Y	6.588235294117647	shelter	Y	0.9411764705882353
attack	2.66666666667		2.5098039215717645	counterattack	Y	0.9411764705882353
criminal	1.0		0.9565217391304348	murderer	Y	0.9565217391304348
doe	1.0		0.9166666666666666	buck	Y	0.9166666666666666
death	1.6	Y	1.5238095238095237	killing	Y	0.9523809523809523
arsonist	1.0	Y	0.9166666666666666	murderer	Y	0.9166666666666666
center	6.8	Y	6.181818181818182	guard	Y	0.9090909090909091
run	3.0	Y	2.8	damage	Y	0.9333333333333333
state	8.8	Y	8.282352941176471	suzerain	Y	0.9411764705882353
tell	2.1666666666666696		1.9696969696969724	crack		0.9090909090909091
planning	3.8333333333333295	Y	3.6078431372548985	applecart		0.9411764705882353
holocaust	1.14285714285714	Y	1.088435374149657	destruction	Y	0.9523809523809523
work	8.799999999999997	Y	8.213333333333331	care	Y	0.9333333333333333
destruction	1.33333333333	Y	1.2698412698380952	annihilation	Y	0.9523809523809523
campaign	1.6666666666699999	Y	1.5873015873047618	war	Y	0.9523809523809523
end	6.8	Y	6.2333333333333325	guard	Y	0.9166666666666666
ruin	1.14285714285714	Y	1.0827067669172903	devastation	Y	0.9473684210526315
pledge	3.8333333333333295		3.4848484848484813	collateralize		0.9090909090909091
building	1.4	Y	1.3066666666666666	ruin	Y	0.9333333333333333
team	5.0	Y	4.666666666666667	defense	Y	0.9333333333333333
policy	6.8	Y	6.181818181818182	isolationism	Y	0.9090909090909091
condition	7.6		6.909090909090908	preservation	Y	0.9090909090909091
fire	2.66666666667	Y	2.5098039215717645	attack	Y	0.9411764705882353
warn	4.6		4.181818181818182	threaten		0.9090909090909091
kill	1.14285714285714	Y	1.088435374149657	destruction	Y	0.9523809523809523
riot	1.6666666666699999		1.5686274509835292	violence	Y	0.9411764705882353
offer	4.6		4.246153846153846	threaten		0.9230769230769231
decline	1.75	Y	1.6153846153846154	wreck		0.9230769230769231
quota	6.8		6.276923076923077	protectionism	Y	0.9230769230769231
safe	8.8	Y	8.336842105263159	strongbox	Y	0.9473684210526315
criticism	2.66666666667	Y	2.4615384615415383	attack	Y	0.9230769230769231
crime	2.66666666667	Y	2.526315789476842	attack	Y	0.9473684210526315
hedge	8.2	Y	7.569230769230769	security	Y	0.9230769230769231
invest	7.0		6.363636363636363	shelter		0.9090909090909091
turn	2.66666666667	Y	2.4888888888919998	attack	Y	0.9333333333333333
care	8.6	Y	8.094117647058823	healthcare	Y	0.9411764705882353
performance	7.0	Y	6.533333333333333	benefit	Y	0.9333333333333333
cast	2.2	Y	2.0842105263157897	bandage	Y	0.9473684210526315
status	7.0	Y	6.363636363636363	dignity	Y	0.9090909090909091
hit	1.0	Y	0.9230769230769231	assassination	Y	0.9230769230769231
action	7.0		6.461538461538462	kindness	Y	0.9230769230769231
touch	2.66666666667	Y	2.5098039215717645	attack	Y	0.9411764705882353
security	7.8	Y	7.28	peace	Y	0.9333333333333333
break	8.2		7.454545454545453	safety	Y	0.9090909090909091
sake	7.0	Y	6.461538461538462	benefit	Y	0.9230769230769231
place	6.75	Y	6.3	sanctuary	Y	0.9333333333333333
concern	8.57142857143		7.9120879120892305	sympathy		0.9230769230769231
change	3.0	Y	2.769230769230769	damage	Y	0.9230769230769231
charge	2.66666666667	Y	2.5098039215717645	attack	Y	0.9411764705882353
disaster	1.14285714285714	Y	1.088435374149657	destruction	Y	0.9523809523809523
good	7.0	Y	6.461538461538462	kindness	Y	0.9230769230769231
combat	4.0	Y	3.764705882352941	battle		0.9411764705882353
knock	2.66666666667	Y	2.4242424242454543	attack		0.9090909090909091
area	8.2		7.569230769230769	safety	Y	0.9230769230769231
atrocity	2.33333333333		2.231884057967826	brutality	Y	0.9565217391304348
devastation	1.4		1.3263157894736841	ruin	Y	0.9473684210526315
payment	7.0		6.588235294117647	benefit	Y	0.9411764705882353
elimination	1.0	Y	0.9230769230769231	assassination	Y	0.9230769230769231
aggression	1.6666666666699999	Y	1.5555555555586666	violence	Y	0.9333333333333333
grant	8.8	Y	8.123076923076924	appanage	Y	0.9230769230769231
abandon	1.6
abandoned	1.6
abandoning	1.6
abuse	2.5
abusers	2.5
abusing	2.5
abusive	2.5
admiration	8.57142857143
afflict	2.6
aghast	2.8
amicability	5.42857142857
amity	5.42857142857
analytically	3.2
angering	3.8333333333333295
annihilate	1.33333333333
annihilating	1.33333333333
annihilation	1.33333333333
anti-free-market	8.2
anti-free-trade	6.8
anti-market	8.2
anti-trade	6.8
anti-war	6.4
antiwar	6.4
appalled	2.8
appanage	8.8
appellant	3.2
apple-cart	3.8333333333333295
applecarts	3.8333333333333295
assasins	1.0
assassin	1.0
assassinate	1.6
assassination	1.0
attack	2.66666666667
attacked	2.66666666667
attacking	2.66666666667
bandage	2.2
bang	1.0
banged	1.0
banging	1.0
barbarity	3.4
battle	4.0
battles	4.0
beggar-thy-neighbour	6.8
belongings	8.8
beneficial	2.4
benefit	7.0
benefited	7.0
benefiting	7.0
benefitted	7.0
benefitting	7.0
beneift	7.0
bloodshed	1.66666666667
borken	2.1666666666666696
breaking	2.1666666666666696
broken	2.1666666666666696
brotherhood	5.42857142857
brotherliness	5.42857142857
brotherly	5.42857142857
brutal	2.33333333333
brutalise	1.2
brutalising	1.2
brutality	2.33333333333
brutally	2.33333333333
buck	1.0
callously	1.6
care	8.799999999999999
careand	8.8
caring	8.166666666669999
civilian	7.8
co-defendant	3.2
codefendant	3.2
codefendants	3.2
collateral	3.8333333333333295
collateralization	3.8333333333333295
collateralizing	3.8333333333333295
commiserate	8.0
commiseration	8.57142857143
compassion	7.0
compassionate	8.166666666669999
conciliator	8.6
concord	5.42857142857
condolences	8.57142857143
conflict-prevention	7.8
conserve	7.6
conserving	7.4
cordiality	5.42857142857
counter-attack	2.66666666667
counter-productive	2.4
counterattack	2.66666666667
counterproductive	2.4
cracked	2.1666666666666696
critical	3.2
critically	3.2
critically-endangered	4.6
cruel	2.33333333333
cruelly	1.6
cruelness	3.4
cruelties	3.4
cruelty	3.4
crush	2.4
crushed	2.4
crushee	2.4
crusher	2.8
crusherimpact	2.8
crusherjaw	2.8
crushers	2.8
crushes	2.4
crushing	2.4
custodianship	8.8
damage	3.0
damaged	1.75
damaging	2.4
decapitate	1.6
decimate	1.0
defendant	3.2
defenestrate	3.83333333333
defenestrated	3.83333333333
defenestration	3.83333333333
defense	5.0
defenseless	4.4
defenselessly	4.4
defensive	5.0
deglobalization	6.8
dehumanise	1.2
deleterious	2.4
demoralise	1.2
depository	8.8
deride	3.0
despoil	3.4
destory	1.0
destroy	1.0
destroyed	1.0
destroying	1.0
destruction	1.14285714285714
detriment	7.0
detrimental	2.4
devastate	1.0
devastation	1.14285714285714
devour	3.4
dignified	7.0
dignity	7.0
diminish	2.6
disembowelment	3.83333333333
disgusted	2.8
dismayed	2.8
disturbing	3.8333333333333295
empathetic	6.8
empathetically	6.8
empathic	8.166666666669999
empathise	8.0
empathize	6.8
empathized	8.0
empathizes	8.0
empathizing	6.8
empathy	8.5
endanger	2.6
endangered	4.6
endangering	4.6
endangerment	1.8
endure	2.6
enmity	5.42857142857
enraging	3.8333333333333295
eschew	1.6
exploit	2.83333333333
exploitable	2.83333333333
exploited	2.83333333333
exploiting	2.83333333333
extermination	1.33333333333
extinction	1.33333333333
fight	4.0
fighting	4.0
forego	1.6
forsake	1.6
forswear	3.0
fought	4.0
free-trade	6.8
friendship	5.42857142857
gaurd	6.8
gaurds	6.8
good-fellowship	5.42857142857
guard	6.8
guardian	8.57142857143
guarding	6.8
guardthe	6.8
gurad	6.8
harmed	2.28571428571
harmful	2.4
healthcare	8.6
heartlessly	1.6
heath-care	8.6
heatlhcare	8.6
helathcare	8.6
helpess	4.4
helpless	4.4
hinder	2.6
hippie	6.4
hitman	1.0
horrified	2.8
humane	8.166666666669999
huring	2.28571428571
hurt	2.28571428571
hurted	2.28571428571
hurting	2.28571428571
impair	2.6
impaired	2.6
impairing	2.6
impare	2.6
impede	2.6
imperiled	4.6
imperilled	4.6
imperilment	1.8
incensed	2.8
inflict	2.6
inflicted	2.6
infuriated	2.8
inhibit	2.6
inhumanity	3.4
injure	2.28571428571
injurious	2.4
intruding	2.6
intrusion	2.6
intrusive	2.6
intrusively	2.6
intrusiveness	2.6
invasive	2.6
isolationism	6.8
jeopardize	1.4
jettison	1.6
kill	1.6
killed	1.6
killer	1.0
killing	1.6
kind-hearted	8.166666666669999
kindhearted	8.166666666669999
kindness	7.0
law-abiding	7.857142857139999
maim	1.6
maintaining	7.4
mercantilist	6.8
merciless	2.33333333333
mercilessly	1.6
murderer	1.0
murderous	2.83333333333
near-threatened	4.6
non-collateral	3.8333333333333295
non-healthcare	8.6
non-judgmental	8.166666666669999
non-sympathetic	8.333333333330001
non-violent	7.857142857139999
