WORD	EXPRESSED_MORAL	word_matches_potential_word_from data	adjusted_endorsement	most_similar_moral_word	word_matches_moral_word_from_original lexicon	similarity
firearm	3.4		3.252173913043478	rifle		0.9565217391304348
slice	2.1666666666666696		2.0000000000000027	share		0.9230769230769231
worldly_concern	8.799999999999999		8.38095238095238	concern		0.9523809523809523
military_personnel	1.0		0.9333333333333333	cavalry		0.9333333333333333
hands	8.8		8.336842105263159	guardianship		0.9473684210526315
hand	4.4		4.106666666666667	aid		0.9333333333333333
while	2.1666666666666696		2.022222222222225	snap		0.9333333333333333
piece	1.75	Y	1.5909090909090908	scrap		0.9090909090909091
man	1.75		1.657894736842105	stiff		0.9473684210526315
work_force	1.66666666667		1.5384615384646156	force		0.9230769230769231
cost	8.799999999999999		8.213333333333333	charge		0.9333333333333333
make_up	2.4		2.1818181818181817	powder		0.9090909090909091
danger	4.6		4.246153846153846	riskiness		0.9230769230769231
risk	1.4		1.3263157894736841	venture		0.9473684210526315
use	2.5		2.3333333333333335	misuse		0.9333333333333333
fare	8.799999999999999		8.28235294117647	charge		0.9411764705882353
hairdo	1.0		0.9473684210526315	bang		0.9473684210526315
brawl	1.75		1.6470588235294117	fight		0.9411764705882353
knock	1.4		1.3176470588235294	blow		0.9411764705882353
write_out	2.1666666666666696		1.9696969696969724	check		0.9090909090909091
progress	4.0		3.789473684210526	push		0.9473684210526315
act	2.1666666666666696		1.9696969696969724	stop		0.9090909090909091
attire	2.6		2.447058823529412	clothing		0.9411764705882353
apparel	2.6		2.447058823529412	clothing		0.9411764705882353
set	5.42857142857	Y	4.935064935063636	union		0.9090909090909091
answer	5.0		4.705882352941177	refutation		0.9411764705882353
exercise	2.83333333333		2.6842105263126315	effort		0.9473684210526315
suffice	4.4		4.0	serve		0.9090909090909091
serve	4.4		4.0	suffice		0.9090909090909091
campaign	1.66666666667		1.5873015873047618	war	Y	0.9523809523809523
command	8.799999999999999	Y	8.336842105263157	charge		0.9473684210526315
desire	8.166666666669999		7.538461538464614	wish		0.9230769230769231
single	8.2		7.809523809523808	base_hit		0.9523809523809523
ace	4.4		4.224	serve		0.96
