WORD	EXPRESSED_MORAL	word_matches_potential_word_from data	adjusted_endorsement	most_similar_moral_word	word_matches_moral_word_from_original lexicon	similarity
grossest	2.625
grossness	2.16666666667
grotesque	1.4
grubby	3.0
half-blood	7.0
half-decent	8.0
halfblood	7.0
harlot	1.57142857143
healthful	8.4
healthy	8.4
hedonism	2.2
hell-deserving	2.42857142857
heresies	2.5714285714300003
heresy	3.2
heretic	2.5714285714300003
heretical	2.5714285714300003
hereticks	3.2
heritics	2.5714285714300003
hideousness	2.16666666667
hobo	3.0
holies	8.5
holiest	8.5
holiness	8.5
holy	8.5
horribleness	2.16666666667
horrid	1.875
horrific	2.25
horrifying	2.25
hussy	2.75
hygeine	5.857142857142861
hygiene	5.857142857142861
hygienic	5.857142857142861
hymnologist	7.0
ickiness	2.16666666667
icky-ness	2.16666666667
ill	2.7142857142900003
illness	3.0
immaculate	7.0
immoderate	4.28571428571
immodest	2.8
immodesty	8.166666666669999
imperfection	4.0
impetuous	4.28571428571
impieties	3.5714285714300003
impiety	3.5714285714300003
impious	3.2
impiously	3.5714285714300003
improvident	2.85714285714
impurity	7.1111111111100005
indecency	2.8
indecent	2.8
infectious	3.5
infectous	3.5
infectuous	3.5
infidelity	1.5
injudicious	4.28571428571
innocence	8.4
innocent	8.4
inoccent	8.4
insipid	5.33333333333333
integrity	7.8
intemperance	4.28571428571
intemperate	4.28571428571
intergity	7.8
inviolable	8.5
irreligion	3.5714285714300003
jeopardize	2.75
judaizer	2.5714285714300003
labyrinthitis	4.8
lackadaisical	2.66666666667
lambent	4.5
lascivious	2.8
lasciviously	3.22222222222
lax	2.66666666667
laxed	2.66666666667
laxer	2.66666666667
laxity	2.66666666667
laxness	2.66666666667
lecher	2.6
lehman-style	2.7142857142900003
lenient	2.66666666667
lewd	2.8
libertine	2.6
libidinous	1.33333333333
licentious	2.6
licentiousness	2.2
limpid	4.5
limpidity	4.5
limpidly	4.5
loathsome	2.42857142857
longanimity	8.333333333330001
lucious	3.4
luscious	3.4
lusciously	3.4
lush	3.4
lush-looking	3.4
lusher	3.4
lushest	3.4
lushly	3.4
lushness	3.4
lustful	1.33333333333
luxuriant	3.4
maiden	7.4
maidenhood	7.57142857143
maidenly	7.57142857143
manichæans	3.5714285714300003
marring	4.0
martyr	8.57142857143
mediocre	8.0
miserable	1.875
miseries	3.0
miserly	2.85714285714
misery	3.0
mixed-breed	6.5
modesty	8.166666666669999
monogamous	7.625
monogamy	8.0
monogomous	7.625
mud	2.375
muggleborn	7.0
murtad	3.5
nastily	3.22222222222
nauseating	2.25
near-pristine	7.0
no-sex	8.0
noble	7.166666666669999
noesis	8.333333333330001
non-catholic	6.0
non-catholics	6.0
non-celibate	7.625
non-churchgoers	5.42857142857
non-churchgoing	7.4
non-obscene	1.4
non-promiscuous	3.14285714286
non-sacred	8.5
non-sterile	7.8
non-virgin	7.555555555560001
non-virtuous	7.166666666669999
not-so-decent	8.0
not-so-innocent	8.4
nutritious	8.4
nympho	2.75
obscene	1.4
obscenely	5.0
obscenities	2.6
obscenity	2.8
oscillopsia	4.8
outbreak	2.7142857142900003
outrageous	1.4
oversexed	3.14285714286
paint-grade	5.16666666667
pandemic	2.7142857142900003
parishioner	7.4
pas-positive	5.16666666667
passable	8.0
pastor	6.833333333330001
patina	3.3333333333333304
patina-ed	3.3333333333333304
patinate	3.3333333333333304
patinated	3.3333333333333304
patination	3.3333333333333304
pedigreed	6.5
pellucid	4.5
penitent	2.42857142857
penurious	2.85714285714
perserve	6.833333333330001
perv	3.16666666667
perverse	3.25
perversion	1.7142857142857095
perversity	1.7142857142857095
pervert	3.16666666667
perverted	3.25
perverts	1.7142857142857095
pervy	3.16666666667
pestilence	2.7142857142900003
pietistic	7.0
piety	7.42857142857
pimple	4.0
pious	7.0
piously	7.0
piousness	7.42857142857
pitiable	1.875
pitiful	1.875
pitifulness	3.0
poisoned	2.0
polished	6.85714285714
pornographic	2.8
portect	7.75
post-austerity	5.666666666669999
pravity	3.5714285714300003
preist	7.2
preists	7.2
prelate	7.0
preservation	6.833333333330001
preserve	6.833333333330001
preverted	3.16666666667
priest	7.2
pristeen	7.0
pristine	7.0
pristinely	7.0
pristineness	7.0
pro-abstinence	7.714285714289999
profanation	2.75
profanatory	4.0
profane	8.5
profaneness	3.5714285714300003
profanities	2.6
profanity	2.6
profligacy	2.85714285714
profligate	2.85714285714
promiscuity	3.14285714286
promiscuous	3.14285714286
promiscuously	3.14285714286
promiscuousness	3.14285714286
prophane	3.2
prostitute	1.57142857143
prostitutes	3.28571428571
prostitution	3.28571428571
protect	7.75
protected	7.75
protecting	7.75
protestants	6.0
prudery	8.166666666669999
prudishness	8.166666666669999
public-spending	5.666666666669999
pure	9.0
pure-bloods	7.0
pure-breed	6.5
pureblood	7.0
pureblooded	7.0
purebred	6.5
purely	9.0
pureness	7.1111111111100005
purer	7.1111111111100005
purest	9.0
purifying	8.0
purities	7.1111111111100005
purity	7.1111111111100005
rakehell	2.6
rebuke	6.5
reckless	2.6
refined	6.85714285714
refinement	6.85714285714
refining	6.85714285714
refulgent	4.5
religiosity	7.42857142857
religiousness	7.42857142857
repentant	2.42857142857
repenter	2.42857142857
reprobated	3.2
reproof	6.5
reproving	6.5
repugnant	2.42857142857
repulsive	2.42857142857
repulsively	5.0
